tweets,target
Secular democracy means separation religion politics common civil code governance society general personal freedom religion personal family matters subject regard common constitutional law land free prejudice biasness.,0
You individual save political legacy rather confusing Indian politics..,0
"Just lastly, mentioned ancestry India. Would mind I, Scot zero connection India, offered opinions Indias constitution politics Indian residents? Should Indians Indian diaspora listen expected to?",0
"Half doctor kills patient! Sonia Indian citizen, can't become PM! Foreign minister's wife politics, far!",0
You mean Gahul Randhi Dynastic politics. Isn't Gajib Randhi father Gahul Randhi? We wrong then. Who real father then. Another slap left cheek set mind right track.,0
"It's becoming global world truly! An Indian British prime minister, Arab leader Scotland. Meanwhile, Political rascals Lagos houses UK spend time children, come back home, spread hate violence foist tribal politics!",0
Please link India way. They friends India regularly attack Indian diplomatic missions Canada. Your government nurturing vote-bank politics despite mindless contempt Hindus. We sick violent actions.,0
I tell big distraction coming. Well jus got know IPL starts march 31. wonderful distraction be.. Every idiot glued Distraction fraud continues corrupt save Adani..,0
No one going believe statement natwar lal Indian politics. Natwar lal mixture evil modern day politics. He positioning post-arrest situation liquor scam.,0
Spot on! Rajasthan Indian politics would totally different Hanumant Singhji lived longer. It's impossible ANPADH people understand it. Look disgusting language used Hanumant Singhji woman.,0
Dr Jaishankar born Indian parents. His children active politics.,0
laugh cry. Who calling Corrupt. Jokers Indian politics,0
So respect Indian PM died line duty? Keep aside politics least sec think it.,0
"Why meddling indian politics government planning jail ? idiot nothing more. Just like you, uses grandfather politics also doss same. So stop sepoy mind biz",0
His end going worst history Indian politics. Ages remember symbol mistake. At last shoot Hitler did.,0
"In politics, anything possible. V seen happened Shiv sena Dev fadnavis gang waiting Justice SSR! If OPPORTUNIST says true, I disappointed person lose hope Indian politicians forever.",0
"Rahul Gandhi's contribution Indian politics unparalleled. Due him, NOTA eats chunk congress votes.",0
"Absolutely. But funny thing said prove Indian people stopped coming streets fight ""injustice"". They simply unable wrap head around fact country evolved politics.",0
Indeed active Indian politics,0
eternal truth. Not interested fighting elections Doesn't want hold positions The biggest scam ever happened Indian Politics Nehrus become Gandhis,0
"Sadly, Ashwini Vaishnaw relevance party. Present day Indian politics revolving around",0
"Its common people Even politician, actors, influencer complex *Rahul gandhi beg west interrupt indian politics *actors eagerly waiting Hollywd debut even 1-2min role *we believe west fake media index indian media&amp;data",0
"Clutter &amp; garbage head, big mouth speak, hazy vision, real education &amp; knowledge, backed &amp; irritated fake info &amp; literacy . Frustration peak see future left. Pittiable bunch of...",0
You people working hard destroy Indian businesses. Your hate transforming hate India everyone becomes part growth story India. Leave business world petty politics. Please,0
Fake news spread Indian news outlets. USA monitoring situation. Period! Nothing getting involved India's internal politics.,0
"If Rahul Gandhi decides go jail without taking bail, game changer event Indian politics?",0
people South hate communal politics.many South Indian gods r forgotten... slowly Hindi getting imposed...our culture language getting vanished dirty politics.. history forgotten bhakti saints nd pol.thinkers..,0
"Hollywood Bollywood, bad people. Bollywood easy target Indian Politics",0
"Sonia family agent foreign power, protected them, ensure remain relavent indian politics. Conspiracy India get rid Modi. Wakeup call Nationalist Indians.",0
Politics makes men mad.,0
"""Corrupt Coming Together On One Stage"": PM Modi Targets Opposition Parties - NDTV Let say corrupt Indian politics?",0
"A new sequence Indian politics started. When institutions Republic captured ruling party way India today, opposition forced find alternative ways means, writes",0
These journalist pre social media revolution made millions business distributing cabinet post. Basis evaluation outdated Nehruvian view Indian politics. They still believe BJP came power 2014 anti congressism!,0
"Arrest Indian ex Sc justice, poking nose politics foreign country",0
"Indian Americans- richest ethnic group America dumb politics blind support democratsÃ¢â‚¬Â¦ hence leverage. They wannabe elites therefore associate academics white liberals, detriment",0
Opposition's False Allegations Won't Stop Action Against Corruption:Indian PM,0
"Quality leadership never comes education, I know lots people graduate big Universities know manage people, Indian politics. It's facts. India diverse country really hard manage religions cultures.",0
"In 1911, Savarkar sentenced 50 years cellular jail Andamans, also known Kala Pani revolting Morley-Minto reforms (Indian Councils Act 1909). After several mercy petitions participating politics, released 1924.",0
yeah Ã¢â‚¬Å“remarkable resistance hate politicsÃ¢â‚¬Â whole world know especially Europe.,0
"We trade India Israel. It's country planet acceptable us.We hate Indian people country although many differences,politics divided us. Israel want see existence Pakistan due religious purpose",0
Meanwhile Italian Sonia Maino plunged Indian politics reached top political positions India making senior congress leader jackasses In reverse Indian cannot even become ward counsellor Italy!!!,0
"The future decided dravidian model these, name India inspite country consider defaulting international idiots intercaste politics states India . Please let action India spreading indian dravidian ignorance, Illegally birth",0
"Konkan soil get use Indian politics. I say, Mumbai military base india defence. Entire Mumbai area. Konkan independent state. Rest maharashtra filthy civilians gandu theory world see.",0
"Groupism pivot politics becomes pillar peace development world sits, remains inside house world organization.But battle, often destructive all. Please come inside world organization make better world",0
"Bloody ... none business, You please look financial news...dont poke politics. Do really knows ,why disqualified? Well legal frame work. Do challenge Indian constitution, Its insult citizen",0
